,Generator,Hour,Slot,Dispatch
"('wind0', 18, 6)",wind0,18,6,65.1511011730202
"('solar0', 18, 6)",solar0,18,6,2.96168064998229
"('solar2', 18, 6)",solar2,18,6,3.94066386190776
"('ng2', 18, 6)",ng2,18,6,150.0
"('wind2', 18, 6)",wind2,18,6,25.0350544575283
"('ng1', 18, 6)",ng1,18,6,150.0
"('ng4', 18, 6)",ng4,18,6,99.7852416199905
"('wind1', 18, 6)",wind1,18,6,0.0
"('solar1', 19, 1)",solar1,19,1,0.0
"('ng3', 19, 1)",ng3,19,1,400.0
"('ng0', 19, 1)",ng0,19,1,200.0
"('wind0', 19, 1)",wind0,19,1,61.4749969668915
"('solar0', 19, 1)",solar0,19,1,0.0
"('solar2', 19, 1)",solar2,19,1,0.0
"('ng2', 19, 1)",ng2,19,1,148.853469068096
"('wind2', 19, 1)",wind2,19,1,25.0500708155208
"('ng1', 19, 1)",ng1,19,1,150.0
"('ng4', 19, 1)",ng4,19,1,0.0
"('wind1', 19, 1)",wind1,19,1,0.0133642316374611
"('solar1', 19, 2)",solar1,19,2,0.0
"('ng3', 19, 2)",ng3,19,2,400.0
"('ng0', 19, 2)",ng0,19,2,200.0
"('wind0', 19, 2)",wind0,19,2,55.7421142653853
"('solar0', 19, 2)",solar0,19,2,0.0
"('solar2', 19, 2)",solar2,19,2,0.0
"('ng2', 19, 2)",ng2,19,2,150.0
"('wind2', 19, 2)",wind2,19,2,20.0728155291447
"('ng1', 19, 2)",ng1,19,2,150.0
"('ng4', 19, 2)",ng4,19,2,76.9761051960513
"('wind1', 19, 2)",wind1,19,2,0.107921617755999
"('solar1', 19, 3)",solar1,19,3,0.0
"('ng3', 19, 3)",ng3,19,3,400.0
"('ng0', 19, 3)",ng0,19,3,200.0
"('wind0', 19, 3)",wind0,19,3,49.2457708118121
"('solar0', 19, 3)",solar0,19,3,0.0
"('solar2', 19, 3)",solar2,19,3,0.0
"('ng2', 19, 3)",ng2,19,3,150.0
"('wind2', 19, 3)",wind2,19,3,13.9012619378052
"('ng1', 19, 3)",ng1,19,3,150.0
"('ng4', 19, 3)",ng4,19,3,82.481467940144
"('wind1', 19, 3)",wind1,19,3,0.249584626453781
"('solar1', 19, 4)",solar1,19,4,0.0
"('ng3', 19, 4)",ng3,19,4,400.0
"('ng0', 19, 4)",ng0,19,4,200.0
"('wind0', 19, 4)",wind0,19,4,64.1586525914386
"('solar0', 19, 4)",solar0,19,4,0.0
"('solar2', 19, 4)",solar2,19,4,0.0
"('ng2', 19, 4)",ng2,19,4,150.0
"('wind2', 19, 4)",wind2,19,4,24.7242891029844
"('ng1', 19, 4)",ng1,19,4,150.0
"('ng4', 19, 4)",ng4,19,4,103.87633551409
"('wind1', 19, 4)",wind1,19,4,0.06082312570367
"('solar1', 19, 5)",solar1,19,5,0.0
"('ng3', 19, 5)",ng3,19,5,400.0
"('ng0', 19, 5)",ng0,19,5,200.0
"('wind0', 19, 5)",wind0,19,5,83.9989480833637
"('solar0', 19, 5)",solar0,19,5,0.0
"('solar2', 19, 5)",solar2,19,5,0.0
"('ng2', 19, 5)",ng2,19,5,150.0
"('wind2', 19, 5)",wind2,19,5,25.2804984776673
"('ng1', 19, 5)",ng1,19,5,150.0
"('ng4', 19, 5)",ng4,19,5,21.4198544114565
"('wind1', 19, 5)",wind1,19,5,0.509615520280983
"('solar1', 19, 6)",solar1,19,6,0.0
"('ng3', 19, 6)",ng3,19,6,400.0
"('ng0', 19, 6)",ng0,19,6,200.0
"('wind0', 19, 6)",wind0,19,6,86.1582309032508
"('solar0', 19, 6)",solar0,19,6,0.0
"('solar2', 19, 6)",solar2,19,6,0.0
"('ng2', 19, 6)",ng2,19,6,150.0
"('wind2', 19, 6)",wind2,19,6,28.0805781594008
"('ng1', 19, 6)",ng1,19,6,150.0
"('ng4', 19, 6)",ng4,19,6,6.02498451361554
"('wind1', 19, 6)",wind1,19,6,0.631551877350071
"('solar1', 20, 1)",solar1,20,1,0.0
"('ng3', 20, 1)",ng3,20,1,400.0
"('ng0', 20, 1)",ng0,20,1,200.0
"('wind0', 20, 1)",wind0,20,1,78.6399666283694
"('solar0', 20, 1)",solar0,20,1,0.0
"('solar2', 20, 1)",solar2,20,1,0.0
"('ng2', 20, 1)",ng2,20,1,150.0
"('wind2', 20, 1)",wind2,20,1,20.3737658811818
"('ng1', 20, 1)",ng1,20,1,150.0
"('ng4', 20, 1)",ng4,20,1,7.1149607143252
"('wind1', 20, 1)",wind1,20,1,0.8865699381585
"('solar1', 20, 2)",solar1,20,2,0.0
"('ng3', 20, 2)",ng3,20,2,400.0
"('ng0', 20, 2)",ng0,20,2,200.0
"('wind0', 20, 2)",wind0,20,2,77.2465878081938
"('solar0', 20, 2)",solar0,20,2,0.0
"('solar2', 20, 2)",solar2,20,2,0.0
"('ng2', 20, 2)",ng2,20,2,150.0
"('wind2', 20, 2)",wind2,20,2,14.1296482079934
"('ng1', 20, 2)",ng1,20,2,150.0
"('ng4', 20, 2)",ng4,20,2,5.62524807150384
"('wind1', 20, 2)",wind1,20,2,0.851319565319192
"('solar1', 20, 3)",solar1,20,3,0.0
"('ng3', 20, 3)",ng3,20,3,400.0
"('ng0', 20, 3)",ng0,20,3,200.0
"('wind0', 20, 3)",wind0,20,3,76.36253062704
"('solar0', 20, 3)",solar0,20,3,0.0
"('solar2', 20, 3)",solar2,20,3,0.0
"('ng2', 20, 3)",ng2,20,3,150.0
"('wind2', 20, 3)",wind2,20,3,8.72248818669123
"('ng1', 20, 3)",ng1,20,3,150.0
"('ng4', 20, 3)",ng4,20,3,29.3102530735251
"('wind1', 20, 3)",wind1,20,3,0.297245604473897
"('solar1', 20, 4)",solar1,20,4,0.0
"('ng3', 20, 4)",ng3,20,4,400.0
"('ng0', 20, 4)",ng0,20,4,200.0
"('wind0', 20, 4)",wind0,20,4,60.4663410473582
"('solar0', 20, 4)",solar0,20,4,0.0
"('solar2', 20, 4)",solar2,20,4,0.0
"('ng2', 20, 4)",ng2,20,4,150.0
"('wind2', 20, 4)",wind2,20,4,7.36043915882946
"('ng1', 20, 4)",ng1,20,4,150.0
"('ng4', 20, 4)",ng4,20,4,53.7295513252234
"('wind1', 20, 4)",wind1,20,4,0.23433885152301
"('solar1', 20, 5)",solar1,20,5,0.0
"('ng3', 20, 5)",ng3,20,5,400.0
"('ng0', 20, 5)",ng0,20,5,200.0
"('wind0', 20, 5)",wind0,20,5,77.6722240441818
"('solar0', 20, 5)",solar0,20,5,0.0
"('solar2', 20, 5)",solar2,20,5,0.0
"('ng2', 20, 5)",ng2,20,5,150.0
"('wind2', 20, 5)",wind2,20,5,4.833565153657
"('ng1', 20, 5)",ng1,20,5,150.0
"('ng4', 20, 5)",ng4,20,5,37.3588477403673
"('wind1', 20, 5)",wind1,20,5,1.09179792910571
"('solar1', 20, 6)",solar1,20,6,0.0
"('ng3', 20, 6)",ng3,20,6,400.0
"('ng0', 20, 6)",ng0,20,6,200.0
"('wind0', 20, 6)",wind0,20,6,108.369171644257
"('solar0', 20, 6)",solar0,20,6,0.0
"('solar2', 20, 6)",solar2,20,6,0.0
"('ng2', 20, 6)",ng2,20,6,140.399491608156
"('wind2', 20, 6)",wind2,20,6,2.19652312788904
"('ng1', 20, 6)",ng1,20,6,150.0
"('ng4', 20, 6)",ng4,20,6,0.0
"('wind1', 20, 6)",wind1,20,6,2.83360075083605
"('solar1', 21, 1)",solar1,21,1,0.0
"('ng3', 21, 1)",ng3,21,1,400.0
"('ng0', 21, 1)",ng0,21,1,200.0
"('wind0', 21, 1)",wind0,21,1,84.4040011635912
"('solar0', 21, 1)",solar0,21,1,0.0
"('solar2', 21, 1)",solar2,21,1,0.0
"('ng2', 21, 1)",ng2,21,1,65.2278739775106
"('wind2', 21, 1)",wind2,21,1,1.83657946313697
"('ng1', 21, 1)",ng1,21,1,150.0
"('ng4', 21, 1)",ng4,21,1,0.0
"('wind1', 21, 1)",wind1,21,1,3.72875225427762
"('solar1', 21, 2)",solar1,21,2,0.0
"('ng3', 21, 2)",ng3,21,2,400.0
"('ng0', 21, 2)",ng0,21,2,200.0
"('wind0', 21, 2)",wind0,21,2,69.9616899719238
"('solar0', 21, 2)",solar0,21,2,0.0
"('solar2', 21, 2)",solar2,21,2,0.0
"('ng2', 21, 2)",ng2,21,2,86.0110965168956
"('wind2', 21, 2)",wind2,21,2,0.197560748332072
"('ng1', 21, 2)",ng1,21,2,150.0
"('ng4', 21, 2)",ng4,21,2,0.0
"('wind1', 21, 2)",wind1,21,2,6.30591491575025
"('solar1', 21, 3)",solar1,21,3,0.0
"('ng3', 21, 3)",ng3,21,3,400.0
"('ng0', 21, 3)",ng0,21,3,200.0
"('wind0', 21, 3)",wind0,21,3,91.1257745388897
"('solar0', 21, 3)",solar0,21,3,0.0
"('solar2', 21, 3)",solar2,21,3,0.0
"('ng2', 21, 3)",ng2,21,3,58.9354890030956
"('wind2', 21, 3)",wind2,21,3,0.490414017085338
"('ng1', 21, 3)",ng1,21,3,150.0
"('ng4', 21, 3)",ng4,21,3,0.0
"('wind1', 21, 3)",wind1,21,3,9.71278477257802
"('solar1', 21, 4)",solar1,21,4,0.0
"('ng3', 21, 4)",ng3,21,4,400.0
"('ng0', 21, 4)",ng0,21,4,200.0
"('wind0', 21, 4)",wind0,21,4,122.676250195064
"('solar0', 21, 4)",solar0,21,4,0.0
"('solar2', 21, 4)",solar2,21,4,0.0
"('ng2', 21, 4)",ng2,21,4,53.1449253272064
"('wind2', 21, 4)",wind2,21,4,0.623921268529389
"('ng1', 21, 4)",ng1,21,4,150.0
"('ng4', 21, 4)",ng4,21,4,0.0
"('wind1', 21, 4)",wind1,21,4,11.0320609755512
"('solar1', 21, 5)",solar1,21,5,0.0
"('ng3', 21, 5)",ng3,21,5,400.0
"('ng0', 21, 5)",ng0,21,5,200.0
"('wind0', 21, 5)",wind0,21,5,118.212546996648
"('solar0', 21, 5)",solar0,21,5,0.0
"('solar2', 21, 5)",solar2,21,5,0.0
"('ng2', 21, 5)",ng2,21,5,20.6890725643837
"('wind2', 21, 5)",wind2,21,5,0.0212559844126531
"('ng1', 21, 5)",ng1,21,5,150.0
"('ng4', 21, 5)",ng4,21,5,0.0
"('wind1', 21, 5)",wind1,21,5,15.9565955387098
"('solar1', 21, 6)",solar1,21,6,0.0
"('ng3', 21, 6)",ng3,21,6,400.0
"('ng0', 21, 6)",ng0,21,6,200.0
"('wind0', 21, 6)",wind0,21,6,104.027676007633
"('solar0', 21, 6)",solar0,21,6,0.0
"('solar2', 21, 6)",solar2,21,6,0.0
"('ng2', 21, 6)",ng2,21,6,53.3297960658899
"('wind2', 21, 6)",wind2,21,6,0.192277174389449
"('ng1', 21, 6)",ng1,21,6,150.0
"('ng4', 21, 6)",ng4,21,6,0.0
"('wind1', 21, 6)",wind1,21,6,18.4481456524238
"('solar1', 22, 1)",solar1,22,1,0.0
"('ng3', 22, 1)",ng3,22,1,400.0
"('ng0', 22, 1)",ng0,22,1,200.0
"('wind0', 22, 1)",wind0,22,1,113.229548415723
"('solar0', 22, 1)",solar0,22,1,0.0
"('solar2', 22, 1)",solar2,22,1,0.0
"('ng2', 22, 1)",ng2,22,1,0.0
"('wind2', 22, 1)",wind2,22,1,2.48666330147988
"('ng1', 22, 1)",ng1,22,1,89.0881705655462
"('ng4', 22, 1)",ng4,22,1,0.0
"('wind1', 22, 1)",wind1,22,1,15.1881759825917
"('solar1', 22, 2)",solar1,22,2,0.0
"('ng3', 22, 2)",ng3,22,2,400.0
"('ng0', 22, 2)",ng0,22,2,200.0
"('wind0', 22, 2)",wind0,22,2,113.921391022826
"('solar0', 22, 2)",solar0,22,2,0.0
"('solar2', 22, 2)",solar2,22,2,0.0
"('ng2', 22, 2)",ng2,22,2,0.0
"('wind2', 22, 2)",wind2,22,2,5.01070553008464
"('ng1', 22, 2)",ng1,22,2,73.1463019103926
"('ng4', 22, 2)",ng4,22,2,0.0
"('wind1', 22, 2)",wind1,22,2,10.082649198694
"('solar1', 22, 3)",solar1,22,3,0.0
"('ng3', 22, 3)",ng3,22,3,400.0
"('ng0', 22, 3)",ng0,22,3,200.0
"('wind0', 22, 3)",wind0,22,3,98.9304878326399
"('solar0', 22, 3)",solar0,22,3,0.0
"('solar2', 22, 3)",solar2,22,3,0.0
"('ng2', 22, 3)",ng2,22,3,0.0
"('wind2', 22, 3)",wind2,22,3,1.72749550969887
"('ng1', 22, 3)",ng1,22,3,97.2903655688134
"('ng4', 22, 3)",ng4,22,3,0.0
"('wind1', 22, 3)",wind1,22,3,6.35220647980295
"('solar1', 22, 4)",solar1,22,4,0.0
"('ng3', 22, 4)",ng3,22,4,400.0
"('ng0', 22, 4)",ng0,22,4,200.0
"('wind0', 22, 4)",wind0,22,4,58.2464395251622
"('solar0', 22, 4)",solar0,22,4,0.0
"('solar2', 22, 4)",solar2,22,4,0.0
"('ng2', 22, 4)",ng2,22,4,4.2814484487201
"('wind2', 22, 4)",wind2,22,4,0.0862937708418988
"('ng1', 22, 4)",ng1,22,4,150.0
"('ng4', 22, 4)",ng4,22,4,0.0
"('wind1', 22, 4)",wind1,22,4,9.76845360601806
"('solar1', 22, 5)",solar1,22,5,0.0
"('ng3', 22, 5)",ng3,22,5,400.0
"('ng0', 22, 5)",ng0,22,5,200.0
"('wind0', 22, 5)",wind0,22,5,55.3196184170449
"('solar0', 22, 5)",solar0,22,5,0.0
"('solar2', 22, 5)",solar2,22,5,0.0
"('ng2', 22, 5)",ng2,22,5,16.5227866761103
"('wind2', 22, 5)",wind2,22,5,0.00670459127114308
"('ng1', 22, 5)",ng1,22,5,150.0
"('ng4', 22, 5)",ng4,22,5,0.0
"('wind1', 22, 5)",wind1,22,5,7.34166016688695
"('solar1', 22, 6)",solar1,22,6,0.0
"('ng3', 22, 6)",ng3,22,6,400.0
"('ng0', 22, 6)",ng0,22,6,200.0
"('wind0', 22, 6)",wind0,22,6,57.5335172502244
"('solar0', 22, 6)",solar0,22,6,0.0
"('solar2', 22, 6)",solar2,22,6,0.0
"('ng2', 22, 6)",ng2,22,6,0.0
"('wind2', 22, 6)",wind2,22,6,0.0
"('ng1', 22, 6)",ng1,22,6,131.031008527413
"('ng4', 22, 6)",ng4,22,6,0.0
"('wind1', 22, 6)",wind1,22,6,2.23789312096566
"('solar1', 23, 1)",solar1,23,1,0.0
"('ng3', 23, 1)",ng3,23,1,400.0
"('ng0', 23, 1)",ng0,23,1,200.0
"('wind0', 23, 1)",wind0,23,1,83.6810336768927
"('solar0', 23, 1)",solar0,23,1,0.0
"('solar2', 23, 1)",solar2,23,1,0.0
"('ng2', 23, 1)",ng2,23,1,0.0
"('wind2', 23, 1)",wind2,23,1,1.42460636302375
"('ng1', 23, 1)",ng1,23,1,59.5210050422758
"('ng4', 23, 1)",ng4,23,1,0.0
"('wind1', 23, 1)",wind1,23,1,1.22597955232284
"('solar1', 23, 2)",solar1,23,2,0.0
"('ng3', 23, 2)",ng3,23,2,400.0
"('ng0', 23, 2)",ng0,23,2,200.0
"('wind0', 23, 2)",wind0,23,2,99.9859690239331
"('solar0', 23, 2)",solar0,23,2,0.0
"('solar2', 23, 2)",solar2,23,2,0.0
"('ng2', 23, 2)",ng2,23,2,0.0
"('wind2', 23, 2)",wind2,23,2,4.53153108891504
"('ng1', 23, 2)",ng1,23,2,37.3680327502467
"('ng4', 23, 2)",ng4,23,2,0.0
"('wind1', 23, 2)",wind1,23,2,2.18800986738467
"('solar1', 23, 3)",solar1,23,3,0.0
"('ng3', 23, 3)",ng3,23,3,400.0
"('ng0', 23, 3)",ng0,23,3,200.0
"('wind0', 23, 3)",wind0,23,3,124.049100672949
"('solar0', 23, 3)",solar0,23,3,0.0
"('solar2', 23, 3)",solar2,23,3,0.0
"('ng2', 23, 3)",ng2,23,3,0.0
"('wind2', 23, 3)",wind2,23,3,25.2031000738493
"('ng1', 23, 3)",ng1,23,3,36.9805727258074
"('ng4', 23, 3)",ng4,23,3,0.0
"('wind1', 23, 3)",wind1,23,3,0.952008351928907
"('solar1', 23, 4)",solar1,23,4,0.0
"('ng3', 23, 4)",ng3,23,4,368.6763432085
"('ng0', 23, 4)",ng0,23,4,200.0
"('wind0', 23, 4)",wind0,23,4,131.098024249806
"('solar0', 23, 4)",solar0,23,4,0.0
"('solar2', 23, 4)",solar2,23,4,0.0
"('ng2', 23, 4)",ng2,23,4,0.0
"('wind2', 23, 4)",wind2,23,4,49.7487736610182
"('ng1', 23, 4)",ng1,23,4,0.0
"('ng4', 23, 4)",ng4,23,4,0.0
"('wind1', 23, 4)",wind1,23,4,0.067944977310803
"('solar1', 23, 5)",solar1,23,5,0.0
"('ng3', 23, 5)",ng3,23,5,390.041253123145
"('ng0', 23, 5)",ng0,23,5,200.0
"('wind0', 23, 5)",wind0,23,5,115.696733303341
"('solar0', 23, 5)",solar0,23,5,0.0
"('solar2', 23, 5)",solar2,23,5,0.0
"('ng2', 23, 5)",ng2,23,5,0.0
"('wind2', 23, 5)",wind2,23,5,45.5804688790428
"('ng1', 23, 5)",ng1,23,5,0.0
"('ng4', 23, 5)",ng4,23,5,0.0
"('wind1', 23, 5)",wind1,23,5,0.0240431695881381
"('solar1', 23, 6)",solar1,23,6,0.0
"('ng3', 23, 6)",ng3,23,6,400.0
"('ng0', 23, 6)",ng0,23,6,200.0
"('wind0', 23, 6)",wind0,23,6,110.640015431289
"('solar0', 23, 6)",solar0,23,6,0.0
"('solar2', 23, 6)",solar2,23,6,0.0
"('ng2', 23, 6)",ng2,23,6,0.0
"('wind2', 23, 6)",wind2,23,6,30.3441978839753
"('ng1', 23, 6)",ng1,23,6,7.03032959208099
"('ng4', 23, 6)",ng4,23,6,0.0
"('wind1', 23, 6)",wind1,23,6,0.058538291450878
"('solar1', 24, 1)",solar1,24,1,0.0
"('ng3', 24, 1)",ng3,24,1,364.142278221051
"('ng0', 24, 1)",ng0,24,1,200.0
"('wind0', 24, 1)",wind0,24,1,149.046800071543
"('solar0', 24, 1)",solar0,24,1,0.0
"('solar2', 24, 1)",solar2,24,1,0.0
"('ng2', 24, 1)",ng2,24,1,0.0
"('wind2', 24, 1)",wind2,24,1,10.947190525
"('ng1', 24, 1)",ng1,24,1,0.0
"('ng4', 24, 1)",ng4,24,1,0.0
"('wind1', 24, 1)",wind1,24,1,0.313757569636177
"('solar1', 24, 2)",solar1,24,2,0.0
"('ng3', 24, 2)",ng3,24,2,400.0
"('ng0', 24, 2)",ng0,24,2,200.0
"('wind0', 24, 2)",wind0,24,2,108.000860782618
"('solar0', 24, 2)",solar0,24,2,0.0
"('solar2', 24, 2)",solar2,24,2,0.0
"('ng2', 24, 2)",ng2,24,2,0.0
"('wind2', 24, 2)",wind2,24,2,8.03264476093503
"('ng1', 24, 2)",ng1,24,2,30.3575814579267
"('ng4', 24, 2)",ng4,24,2,0.0
"('wind1', 24, 2)",wind1,24,2,0.0
"('solar1', 24, 3)",solar1,24,3,0.0
"('ng3', 24, 3)",ng3,24,3,394.807176989043
"('ng0', 24, 3)",ng0,24,3,200.0
"('wind0', 24, 3)",wind0,24,3,121.430602150411
"('solar0', 24, 3)",solar0,24,3,0.0
"('solar2', 24, 3)",solar2,24,3,0.0
"('ng2', 24, 3)",ng2,24,3,0.0
"('wind2', 24, 3)",wind2,24,3,11.7434477478325
"('ng1', 24, 3)",ng1,24,3,0.0
"('ng4', 24, 3)",ng4,24,3,0.0
"('wind1', 24, 3)",wind1,24,3,0.0289391253786776
"('solar1', 24, 4)",solar1,24,4,0.0
"('ng3', 24, 4)",ng3,24,4,360.414160699945
"('ng0', 24, 4)",ng0,24,4,200.0
"('wind0', 24, 4)",wind0,24,4,109.955247817466
"('solar0', 24, 4)",solar0,24,4,0.0
"('solar2', 24, 4)",solar2,24,4,0.0
"('ng2', 24, 4)",ng2,24,4,0.0
"('wind2', 24, 4)",wind2,24,4,17.5736459325505
"('ng1', 24, 4)",ng1,24,4,0.0
"('ng4', 24, 4)",ng4,24,4,0.0
"('wind1', 24, 4)",wind1,24,4,0.0
"('solar1', 24, 5)",solar1,24,5,0.0
"('ng3', 24, 5)",ng3,24,5,400.0
"('ng0', 24, 5)",ng0,24,5,200.0
"('wind0', 24, 5)",wind0,24,5,105.73811729589
"('solar0', 24, 5)",solar0,24,5,0.0
"('solar2', 24, 5)",solar2,24,5,0.0
"('ng2', 24, 5)",ng2,24,5,0.0
"('wind2', 24, 5)",wind2,24,5,24.2496319910124
"('ng1', 24, 5)",ng1,24,5,9.98259285371773
"('ng4', 24, 5)",ng4,24,5,0.0
"('wind1', 24, 5)",wind1,24,5,0.0370894698744364
"('solar1', 24, 6)",solar1,24,6,0.0
"('ng3', 24, 6)",ng3,24,6,400.0
"('ng0', 24, 6)",ng0,24,6,200.0
"('wind0', 24, 6)",wind0,24,6,99.3603222714331
"('solar0', 24, 6)",solar0,24,6,0.0
"('solar2', 24, 6)",solar2,24,6,0.0
"('ng2', 24, 6)",ng2,24,6,0.0
"('wind2', 24, 6)",wind2,24,6,35.9927870900837
"('ng1', 24, 6)",ng1,24,6,3.28396517329122
"('ng4', 24, 6)",ng4,24,6,0.0
"('wind1', 24, 6)",wind1,24,6,0.0
